id,mass,height,waist,foot,sittingHeight,upperLegLength,kneeHeight,forearmLength,age,gender,handedness,birthOrder
6006,43.1,158.3,66.4,23.9,844,528,494,400,12.936,F,right,3
6007,17.4,111.4,47.8,18.1,612,377,354,297,6.769,F,right,1
6008,20.3,115.6,50.3,18.3,642,373,347,312,6.427,F,right,2
6009,31,134.1,58.5,21.4,703,440,413,387,8.652,F,right,1
6010,54.9,148.4,87.8,22.9,776,524,481,399,11.232,F,left,2
6011,43.6,150.8,72.8,21.9,786,512,480,408,11.742,F,right,2
6012,33.1,150,58.9,23.8,717,520,506,431,12.312,M,right,2
6013,38.3,145.1,60.3,23,760,495,485,388,11.452,M,right,1
6014,46.3,155.4,70.9,24.6,797,522,497,410,12.572,M,right,2
6015,30.8,137.2,53.8,22.3,709,442,439,384,9.49,M,right,4
6016,20.9,112.6,54.6,17.9,638,352,341,294,6.865,M,right,3
6017,22.6,119.5,52.4,19.6,626,381,376,321,5.586,M,right,1
6018,18.5,108.5,,,,,,,5.41,M,right,2
6019,52,163.5,74.1,23.4,859,539,511,434,14.317,F,right,1
6020,56.5,160.3,71.8,23.8,802,590,514,422,13.665,F,right,1
6021,43.4,163,63.3,22.9,857,536,483,413,13.419,F,left,1
6022,24.2,128.6,51.8,20.1,697,423,402,328,9.873,F,right,1
6023,25.5,133.8,54.2,21,703,434,422,361,7.361,M,right,1
6024,31,141.5,58.5,21.1,738,462,435,369,9.852,F,right,2
6025,57.5,166.1,71,23.9,877,569,519,424,13.63,F,right,3
6026,47.8,156.5,67.7,22.4,840,521,476,419,12.526,F,left,1
6027,40.3,153.6,63.6,23.2,801,509,479,405,13.093,F,right,1
6028,47.4,158.4,66,24.1,,,,426,13.252,F,left,1
6029,36.4,149.4,60.5,23.2,741,523,489,401,11.336,F,left,1
6030,36.9,148.9,64.6,22.5,766,474,468,390,11.224,F,left,5
6031,43.7,162.2,66.5,24.4,858,531,515,421,12.624,F,right,3
6032,53.3,163.1,67.7,24.7,828,545,546,456,14.221,M,both,1
6034,54.6,158.8,73.2,24.5,,553,,430,12.556,M,left,1
6035,51.5,152.4,75,25,769,505,500,428,12.594,M,right,2
6036,47.2,159.9,67.1,23.6,782,541,521,426,12.408,M,right,1
6037,33.9,141.7,59.4,22.4,750,457,425,377,12.854,M,right,4
6038,30.6,137,55.3,22.4,691,462,434,376,11.334,M,right,2
6039,64.5,154.5,85.2,24.8,820,541,510,433,11.347,M,both,1
6040,60,163.4,77.8,24.9,863,551,514,425,11.912,M,left,2
6041,56.5,159.4,81.3,26.3,811,556,508,457,12.591,M,right,1
6042,42.7,153.1,61.3,23.9,788,520,494,412,11.61,M,right,1
6044,40.6,138.6,67,20.9,731,464,439,375,7.613,M,left,3
6045,24.2,125.4,53.9,19.2,664,403,401,326,7.539,M,right,1
6046,35.9,140,66.8,20.7,740,463,444,373,9.317,M,right,1
6047,39,144.8,64.3,22,772,468,452,398,10.043,M,right,2
6048,31.3,138.5,59.3,21.1,747,449,438,366,10.742,M,right,1
6049,26.5,129.9,56.3,20,691,419,401,333,9.484,M,right,1
6050,29.1,133.6,62.7,19.9,703,440,409,353,9.832,M,right,1
6051,47,146.2,67.9,24.2,760,490,488,403,10.421,M,right,2
6052,36.6,147.6,62.5,23,780,469,468,382,10.219,M,right,4
6053,42.8,152.8,65.4,23.2,775,501,495,412,12.495,M,right,2
6054,25.3,124.9,55.7,18.2,669,399,377,321,7.219,M,left,2
6056,22.7,122.6,56.4,18.6,660,377,386,325,6.528,M,right,1
6057,32.9,152.6,54.7,21.8,791,496,461,399,12.471,F,right,3
6058,38.5,151,63.2,21.6,799,491,426,391,13.219,F,left,3
6059,42.8,168.9,57.5,25.6,848,547,548,476,13.139,F,right,1
6060,35.5,144.1,58.7,24.5,750,491,445,385,11.079,F,right,3
6061,32,136.5,59.9,20,,,,356,10.61,F,right,2
6062,35,148.3,62.6,22.8,740,495,,401,10.216,F,right,6
6063,47,156.1,66.8,24.5,798,547,471,421,11.652,F,right,1
6064,29.7,135.6,60.7,20.8,730,436,412,364,9.041,F,right,2
6065,35.3,135.8,67.2,21.6,716,462,409,350,9.21,F,right,1
6066,24,118.7,59.9,19.1,625,414,364,320,6.684,F,right,1
6067,23,118.7,52.5,18.8,660,381,355,319,7.153,F,right,2
7001,30.2,141.1,54.2,21.7,743,465,455,380,10.824,F,right,1
7002,34.2,149.1,57.4,23.1,789,486,466,392,10.61,F,right,2
7003,36.4,148.5,60.5,23.3,795,467,471,393,10.731,F,right,2
7005,30.5,135.1,61.8,21.4,718,436,432,360,10.736,F,left,1
7006,22.2,116.1,56.9,18,642,379,363,308,5.838,F,right,2
7007,19.1,117.2,50.5,17.8,641,375,347,302,6.139,F,right,2
7008,28.1,133.4,58.4,20.7,,417,420,357,11.52,M,right,3
7009,34.7,149,57.2,24.4,786,467,464,409,11.871,M,right,2
7010,48.3,155.9,70.9,23.3,785,543,500,420,10.435,M,right,2
7011,45,147.9,74,24.2,785,489,467,387,10.997,M,right,2
7012,22.2,120.2,52.6,18.3,655,383,373,308,5.821,M,right,1
7013,25.1,119.5,56.3,20.2,664,390,377,325,5.273,M,right,1
7014,18,112.5,50.1,17.9,610,371,349,290,7.178,M,right,4
7016,25.2,123.8,54.9,19.1,685,396,382,324,6.441,M,right,3
7017,23.3,119.2,54.3,19,654,370,373,319,6.216,M,right,6
7018,28.5,135.2,55.4,20,730,435,413,346,9.397,M,right,3
7020,33.6,150.1,56,23.5,763,485,488,413,9.515,M,left,2
7021,19.1,109,50.9,17.1,,,,302,5.446,M,right,1
7022,20.7,113.3,52.8,17.5,625,358,360,302,6.049,M,right,3
7024,27.7,130.6,56.5,21.1,,,,349,10.495,M,right,2
7025,32.2,141,57.4,21.1,732,470,439,,10.838,M,right,1
7026,36.3,138.9,61.2,23.1,749,443,430,359,11.167,M,right,4
7027,35.5,130.4,60.2,21.5,,,,355,8.052,M,right,2
7028,46,136.8,81.2,21.9,721,465,454,375,8.279,M,right,3
7029,43.4,141.3,71.2,22.5,758,491,438,369,12.49,M,right,3
7030,20.4,107.7,49.6,18,644,348,355,290,5.645,M,left,4
7032,16.7,107.4,45.7,17.2,609,332,331,284,5.484,M,right,1
7033,20.1,109.9,50,16.8,,,,293,5.235,M,left,7
7035,20.6,113.9,54.5,18.3,614,357,359,300,5.441,M,right,2
7036,20,109,52.1,17.5,598,345,332,282,5.438,M,right,1
7037,20.1,114.6,53.8,17.7,630,356,354,322,6.167,M,right,1
7038,23.5,120.7,54,19.4,651,390,370,337,6.189,M,right,1
7039,20,112.5,50.2,17,641,340,329,294,5.578,M,both,4
7040,25.3,126.9,55.9,19.8,677,403,409,347,7.547,M,right,1
7041,13.7,97.4,48.9,15.1,565,295,292,249,3.704,F,right,1
7043,16.4,110.5,45.9,17.7,606,357,318,291,6.29,F,right,1
7044,16.9,105,50,16.7,577,322,329,277,4.873,M,right,2
7045,20.4,118.2,50.8,18.3,653,351,341,303,5.432,M,left,1
7046,16.1,103.8,48.2,16.2,585,323,307,262,3.783,F,right,2
8001,22.1,117.3,51.7,18.7,622,391,390,318,7.698,M,right,2
8002,24.6,126.6,55.4,19.2,655,424,388,316,8.46,M,left,2
8003,27.6,136.8,53.6,22.5,717,437,414,349,9.257,M,left,2
8004,30.5,136.7,61.5,21.5,729,454,441,362,9.734,M,right,1
8005,44.3,150.6,70.7,24.5,768,502,490,399,11.917,M,right,1
8006,18.8,110.5,52.4,17.5,602,359,335,300,6.591,F,right,3
8007,18.2,114.5,48.1,18.2,611,367,347,292,8.01,F,right,5
8008,31,123.5,68.1,20.1,679,412,378,332,6.802,F,right,2
8009,27.1,135.6,58.2,21.7,701,454,423,363,10.073,F,right,3
8010,33.3,146.2,58.5,22.7,750,488,471,388,11.884,F,right,1
8011,47.5,155.2,78.4,24.6,794,518,493,409,11.945,F,right,2
8012,25.1,132.1,54.1,20.8,678,451,432,355,11.41,F,right,4
8013,26.1,137.5,53.4,22.1,724,439,435,367,12.109,F,both,2
8014,20.8,114.2,50.4,18.6,641,366,336,291,6.331,F,right,3
8015,24,118,56.6,18.4,634,397,348,299,6.882,F,right,2
8016,23.7,121.8,54.7,19.6,681,402,367,310,7.654,F,right,3
8017,30.9,135.6,56.2,22.1,697,457,437,372,11.284,M,right,3
8018,32.4,143.4,54.2,22.6,754,466,458,384,11.413,M,right,5
8019,47.4,153.4,71.8,24,792,535,476,422,12.054,M,right,2
8020,31.9,143.7,57.1,23.3,746,473,465,394,11.454,M,right,1
8021,43.6,147.3,70.7,23.1,759,494,474,405,12.134,M,right,2
8022,32.3,146.7,62.2,23.6,747,489,471,391,11.575,M,right,1
8023,28.3,140,56,21.7,721,452,453,365,11.232,M,left,3
8024,43.7,152.3,63.1,24.5,790,510,484,409,13.652,M,right,2
8025,55.6,158.7,75.2,24,816,553,523,426,14.202,M,left,3
8026,51.8,168.5,62.4,28.3,846,571,553,476,13.715,M,right,2
8027,52.6,164.1,70.7,26.7,829,541,521,454,14.608,M,right,4
8028,29.8,148.4,62.2,24.8,784,467,462,411,13.632,M,right,3
8029,43.4,162.2,63.4,26,828,536,520,429,14.035,M,right,4
8030,41.3,156.5,61.5,23.8,789,513,486,430,13.657,M,right,3
8031,58.6,173.1,67.4,26.6,898,577,543,465,13.575,M,right,1
8032,37.6,143.6,59.7,22.8,743,480,452,379,13.216,M,right,2
8033,43.4,154.3,65.4,25.9,745,539,505,432,13.356,M,both,2
8034,35.8,152.6,64.1,23.6,770,516,487,393,12.6,F,right,1
8035,46.2,154.3,75.8,25.1,803,511,484,421,12.523,F,right,1
8036,53,161.6,69.1,25.9,851,564,509,445,12.739,F,right,2
8037,43.8,161.3,63.5,25.9,802,563,497,457,13.931,F,right,4
8038,43.4,147.3,70,22.3,762,521,465,380,13.465,F,right,5
8039,45.7,158.1,61.1,23.6,826,548,495,417,13.687,F,left,2
8040,49,155.4,69,24.1,797,557,494,421,13.616,F,right,3
8041,45.2,169,68.6,25.3,865,577,525,462,13.539,F,both,2
8042,67.6,174.3,93.1,26,879,603,560,455,14.156,F,right,5
8043,48.5,159.9,70.1,24.9,828,539,514,449,12.164,F,left,8
8044,52,157.4,,25.1,834,551,508,423,11.306,F,right,4
8045,33.6,138.2,61,22.3,727,459,438,361,11.547,F,right,3
8047,37.3,151.9,66.2,22.7,772,510,481,402,11.931,F,right,3
8048,49.4,155.8,72.1,22.9,807,559,480,420,12.093,F,right,1
8049,19.6,117.9,49.9,16.8,633,359,362,290,7.041,M,right,3
8050,21.5,119.1,48.3,18.2,673,395,356,304,6.282,M,right,1
8051,34.9,142.6,59.8,22.1,742,478,465,366,9.915,M,right,1
8052,29.5,138.1,51.2,21.6,719,447,457,374,10.473,M,right,3
8053,43.6,148,63.7,25.8,747,514,489,431,12.104,M,right,6
8054,17.7,109.6,47.8,17,612,347,327,284,5.405,M,both,1
8055,33.6,140.7,58.3,22.7,723,463,457,369,11.252,M,right,1
8056,25.1,126.4,57.7,20.4,677,403,401,333,7.539,M,left,2
8057,25.4,126.9,54,20.3,654,428,400,346,7.515,M,right,2
8058,32.1,143.7,59.6,21.9,765,477,443,357,10.769,M,right,1
8059,21.4,114.7,53.9,18.8,621,383,367,307,6.482,F,right,1
8060,28.8,123,63.4,20,671,417,373,315,6.304,F,right,2
8061,28.5,128.1,62.1,20.2,682,450,396,326,7.72,F,right,1
8062,22.8,118.4,50,19.6,646,386,363,300,7.328,F,right,2
8063,29.6,127.1,68.7,21.3,673,433,396,334,7.931,F,right,2
8064,24.5,127.6,51.7,19.8,657,439,414,353,8.695,F,right,14
8065,39,149.9,60.1,25.4,780,496,479,411,9.479,F,right,3
8066,30.6,138.5,67.4,22.2,732,473,441,368,9.399,F,right,5
8067,45.5,153,70.8,22.5,801,520,485,392,11.084,F,right,2
8068,32.1,147.5,62.9,22.6,750,486,469,381,11.15,F,right,2
8069,42.4,159.9,66.5,25,791,545,517,435,12.054,F,right,3
9001,60.8,156.6,83.2,24.1,810,560,529,431,10.569,F,right,2
9002,42.3,150.1,70.4,23.4,798,502,477,391,10.243,F,right,1
9003,28.8,140.7,57.8,22.4,728,447,448,365,10.742,F,right,2
9004,45.4,159,67.6,23.8,816,517,511,412,10.375,F,right,2
9005,19.6,112.1,50.2,17.9,617,342,343,294,5.424,M,right,3
9006,17.5,111.3,46.7,17.6,616,341,334,292,5.832,M,left,3
9007,20.9,117.6,50.6,18.8,664,363,353,303,6.545,M,right,2
9008,29.5,132,55.9,21.5,732,411,413,354,6.778,M,right,1
9009,52.5,148.4,79.7,24,806,495,474,383,11.495,M,left,3
9010,32.7,143.7,59.3,22.6,734,479,457,381,10.909,M,right,4
9011,34.4,142.1,63.9,23.5,731,478,459,380,10.646,M,right,1
9012,19.8,118.1,52.3,17.8,658,358,349,294,6.271,M,right,1
9013,24.8,130.8,50.9,20.2,685,416,402,332,9.821,M,right,1
9014,35.8,140,62,21.9,717,452,446,372,11.241,M,right,1
9015,35.1,145,61.1,22.6,766,463,464,370,9.479,M,right,1
9016,31,129.8,57.3,20.3,696,417,393,329,7.665,M,right,4
9017,22.2,125.9,51.4,19.3,666,403,397,348,10.076,F,left,1
9018,39,147.3,69.8,22.3,762,491,467,391,11.191,F,left,1
9019,30.1,139.1,53.2,22.5,697,473,445,393,10.26,F,right,1
9020,39.3,146.9,67.4,23.4,763,496,474,397,11.082,F,right,1
9021,27,129.9,55.2,19.2,681,430,380,322,8.594,F,right,1
9022,44.8,155,69.9,25.6,782,544,507,433,11.419,F,right,4
9023,35.2,142.6,60.3,22,740,482,440,378,10.317,F,right,3
9024,39.2,146.2,66.2,22.1,765,501,477,385,10.821,F,left,4
9025,30,136.6,58.2,21.6,714,443,407,350,10.358,F,right,1
9026,31.2,128,63.4,19.9,707,420,395,343,7.339,F,right,3
9027,43.3,149,68.1,24.9,755,524,477,408,11.854,F,right,4
9028,43.1,151.3,64.9,23.3,770,524,480,399,11.668,F,right,1
9029,20.5,111.2,52,18,622,349,333,283,6.002,F,right,1
9030,19,110.3,52,16.3,608,344,340,283,5.463,F,right,2
9031,18.2,117.3,48.9,17.4,646,356,353,311,6.167,F,left,1
9032,20.4,116.6,52.4,18.5,644,374,351,311,7.106,F,right,1
9033,30.7,138.6,54.4,21.6,687,472,451,372,10.29,M,right,1
9034,42.7,148.5,70.3,23.8,779,491,464,387,10.942,M,right,4
9035,21.4,118,51.3,18,635,366,375,314,6.939,M,right,1
9036,22,121.5,49,19.3,653,382,394,332,6.506,M,left,1
9037,36.5,138.7,67.2,21.5,705,468,452,367,9.41,M,right,1
9038,28.6,130.4,56.5,20.3,701,427,398,339,10.038,M,right,1
9039,33.2,136.1,57,21.3,738,441,431,358,11.375,M,left,3
9040,34,146.8,60.2,22.6,749,488,465,384,11.827,M,right,1
9041,19.6,112.7,49.3,18.1,617,359,346,291,6.115,M,right,1
9042,39.4,150.8,65.2,24.8,763,502,501,412,9.695,M,right,3
9043,34.4,137.8,65.8,21.1,749,449,433,355,9.358,M,right,1
9044,22.8,124.5,53.4,20.1,661,393,405,336,9.61,F,right,3
9045,32,138.1,60.5,21.8,676,477,445,380,9.578,F,right,8
9046,32,136.2,60.2,21.2,692,470,430,357,9.665,F,right,2
9047,40,141.7,67.2,22.7,750,487,443,386,9.745,F,right,3
9048,23,133.5,51.3,19.8,711,430,408,352,10.756,F,right,2
9049,29.1,142.1,51.7,21.2,733,481,462,361,9.904,F,right,4
9050,29.2,129.9,66.9,20.7,683,430,410,326,8.778,F,right,4
9051,24.1,126.2,54.3,18.6,673,420,390,317,8.854,F,right,4
9053,23.2,127,52.5,19.2,657,415,400,323,8.641,F,right,3
9054,18.1,109.2,50.7,17,606,361,312,289,7.397,F,right,3
9055,38.7,140.5,68.3,23,718,482,464,383,7.956,F,right,2
9056,28.9,128.5,56.3,19.7,667,443,399,343,7.704,F,right,2
9057,22.9,120.1,53.4,18.8,640,396,369,311,8.457,F,right,1
9058,36.2,139.6,64.6,22.3,723,451,446,377,9.369,M,right,2
9059,33.7,144.1,54.8,22.7,772,463,444,365,10.271,M,left,2
9060,29.2,136.1,58.7,21,714,443,432,352,8.824,M,left,5
9061,30.2,134.7,54,22.1,719,445,422,363,9.76,M,right,3
9062,27.1,136.7,53,21.6,709,448,437,368,9.761,M,right,3
9063,31.8,133.5,63.6,21.8,717,436,418,350,9.465,M,right,4
9064,36.5,143.6,57.5,23.3,758,457,470,405,10.071,M,left,3
9065,51.4,146.4,83.3,22.7,761,530,467,401,10.734,M,right,4
9066,35,139,61.6,20.6,738,465,431,355,9.728,M,right,1
9067,35.5,137.9,59.2,23.2,726,451,428,390,9.797,M,right,4
10001,12.2,86.7,44.4,13.8,515,262,242,224,2.597,F,right,1
10003,22.5,124.1,51.9,19.2,681,372,370,324,5.695,M,right,2
10004,19.1,110.9,51.5,17.3,617,352,349,289,6.013,F,left,1
10005,16.6,108.6,46.1,17.2,606,333,326,293,4.6,M,right,2
10007,13.2,93.2,47.1,14.7,534,285,297,248,3.767,M,both,1
10009,14.1,93.8,43.3,15.4,517,277,293,240,2.495,M,both,1
10010,14.8,94.8,44.4,15.9,539,294,,256,2.857,M,both,1
10011,14.8,98.7,47.8,16.1,573,297,295,263,3.364,M,right,2
10012,16.4,105.9,48.3,17.2,581,340,309,286,4.734,F,right,1
10013,11.9,87.5,46.2,14,511,259,256,232,2.243,F,right,1
10014,14.5,100,46.9,15.3,568,299,292,251,4.197,F,right,1
10015,19.4,109.8,53.9,16.9,618,350,335,283,4.079,F,right,1
10016,15.5,97.8,46.8,15.3,579,310,284,253,4.079,F,both,1
10017,14,92.3,45.3,,,,,242,2.424,M,right,1
10018,14,91.7,44.9,14.8,547,265,266,232,2.983,M,both,2
10019,12.4,84.2,46.9,13.1,509,258,243,225,2.054,F,right,2
10020,14.2,91.8,50.8,13.8,529,302,248,224,3.487,F,right,1
10021,15.5,102,45.9,16.1,577,309,296,262,3.824,F,right,1
10022,17,106,49.3,16.8,597,316,316,261,4.287,M,right,2
10023,14,93.6,46.5,14.3,558,282,273,235,3.671,M,right,2
10024,19.4,109.5,49.7,17.8,637,335,319,278,4.895,M,right,1
10025,14.3,98.4,47.2,15.7,578,294,284,256,3.621,M,right,2
10026,17.8,101.5,50.1,16.8,582,303,302,266,3.986,M,right,1
10027,14.3,89.5,49.3,15.3,518,279,269,248,2.32,M,right,2
10028,13.8,87.6,48.6,13.2,520,262,257,232,2.465,M,both,
10029,15.6,91,51.7,13.8,558,278,275,229,2.386,F,right,1
10030,18.5,103.7,52.1,16.8,597,314,306,271,3.638,M,right,2
10031,13.6,94.7,47.2,14.7,548,303,280,234,3.504,F,left,1
10032,16.2,99.7,50.6,16.1,575,301,312,261,3.008,M,right,1
10033,14.9,98.8,46.8,15.8,558,318,287,253,4.227,M,right,1
10034,16.1,97.2,48.2,14.9,562,295,304,256,3.397,M,right,1
10035,14.4,98.2,47.2,14.7,576,296,285,248,3.586,M,both,9
10036,18.7,100.3,50.6,16.2,595,316,306,262,3.29,M,both,2
10037,14.2,87.9,51,13.5,524,274,225,240,2.032,M,both,1
10038,14.8,97.4,50.6,15.5,560,291,284,246,2.547,M,right,1
10039,10.5,83.8,44.1,11.9,508,255,225,217,2.241,F,both,1
10040,15,97.2,47.1,14.6,558,293,305,254,3.468,M,right,
10041,13.1,92.1,44.8,15.1,531,276,257,241,2.383,M,both,
10042,49.1,153.3,69.5,23.3,811,526,475,401,13.367,F,right,4
10043,46.1,158.4,65.7,22.8,822,541,494,417,13.386,F,right,3
10044,71,159.8,93.7,26.1,782,625,523,451,13.942,F,right,2
10045,39.2,153.2,61,21.6,814,511,456,398,14.457,F,right,2
10046,56,166.7,70.6,25.3,825,592,523,471,13.295,F,right,1
10047,42.3,157.7,63,24.6,844,526,473,413,13.75,F,right,1
10048,71.8,153.1,83.1,25.9,777,565,502,454,13.304,F,right,1
10049,68,159.7,87.6,24.3,848,575,511,415,14.268,F,right,6
10050,40.8,153.8,61.4,24.4,792,535,481,427,13.391,F,right,6
10052,30.8,140.4,62.2,20.7,709,483,452,374,12.578,F,right,1
10053,48,150.6,69.2,23.6,785,525,464,407,12.498,F,right,6
10054,52.4,159.1,70.8,24,786,547,520,435,15.424,F,right,3
10055,51.2,166,64.5,24.1,888,560,498,424,13.301,F,right,1
10056,58.1,168.8,71.7,25.3,874,590,514,458,13.997,F,left,2
10057,40.6,158.7,59.7,24.8,820,550,476,441,14.745,F,right,7
10058,53,163.9,67.4,25.6,823,574,508,450,13.504,F,right,1
10059,38.9,154.3,61.9,24.6,741,552,507,446,13.082,F,right,6
10060,54,165.9,69.5,25.7,830,574,537,464,13.183,F,right,5
10061,46.1,146.6,62.2,24.1,813,503,431,381,13.509,F,right,6
10062,77.8,165.1,98,26.6,813,621,533,484,13.238,F,right,3
10063,43.4,153.2,66.5,25.2,793,507,509,426,12.621,M,right,6
10064,40,146,58.9,23.7,736,510,467,390,13.463,M,right,1
10065,31.3,142.8,55.5,23.3,710,476,466,402,13.265,M,right,2
10066,70,170.7,74.1,28.3,852,597,562,517,13.857,M,right,2
10067,42.6,154.6,64.3,24.9,790,528,487,422,13.789,M,right,1
10068,45.4,162.9,65.1,28.4,784,545,560,481,13.531,M,left,6
10069,49.5,150.6,73.4,23.5,811,532,479,407,13.856,M,right,1
10071,69,168.1,87.6,25,873,559,524,479,14.254,M,right,1
10072,53,166.9,69.7,26.1,854,563,525,438,14.75,M,right,3
10073,63.3,173.4,69.1,25.7,869,583,552,463,14.372,M,right,2
10074,60.4,167.3,71.2,26,899,560,509,459,14.268,M,both,4
10075,38.1,146.6,64.5,25,745,486,474,413,13.602,M,right,3
10076,52.8,162.7,71.7,25.4,850,540,533,447,13.728,M,right,4
10077,45.4,157.5,63,24.8,803,534,509,435,13.575,M,right,2
11001,18.9,108.9,49.8,17.1,623,336,330,290,4.838,M,right,1
11002,15.8,104,46.8,15,572,321,303,273,3.983,F,right,1
11003,15.6,106,45.3,15.4,606,327,310,272,3.868,M,right,1
11004,17.3,103.1,53.5,16,568,352,321,288,5.315,F,right,3
11005,17.8,106.5,50.3,16.6,612,329,327,287,4.747,M,right,2
11006,14.6,105,45,15.7,604,321,294,268,4.079,F,right,1
11007,12,85.8,47.5,13,508,249,245,210,2.175,M,both,1
11008,13.7,96.3,46.5,14.5,541,303,293,249,3.769,F,right,1
11009,14.7,98.3,48.9,15.6,583,289,277,244,3.55,M,right,2
11010,12.9,93.8,44.6,14.9,547,291,278,249,3.361,F,right,3
11011,18,110.1,50.9,17.9,605,342,327,292,6.224,F,right,1
11012,14.8,106.1,45.6,15.9,607,311,315,270,5.726,M,both,3
11013,15.9,98.7,48.8,15.8,578,308,300,265,3.257,F,both,1
11014,10.7,83.3,42.8,12.8,474,256,259,214,2.482,M,right,2
11015,10.8,88.8,42.1,13.6,517,267,272,238,2.367,F,right,1
11016,19.4,102.9,50.9,17.8,600,329,314,284,2.539,M,left,1
11017,14.9,94.1,48.6,15.3,561,295,275,242,2.849,M,right,1
11018,15.5,95.8,49.3,15.1,558,287,279,244,2.863,F,right,3
11019,16.2,103,49.2,15.4,605,318,303,248,4.246,M,,
11020,13.2,91.8,48.7,14.1,558,269,274,247,2.841,M,right,1
11021,15,94.3,50.9,15,541,306,297,252,2.857,M,both,2
11022,13.5,89.3,48.8,13.8,540,257,264,223,2.786,M,right,1
11023,19.1,117.4,45.1,18.5,657,367,349,314,5.983,F,right,1
11024,15.5,103.3,50.7,15.7,586,307,313,261,5.452,M,right,1
11025,71.4,175.6,78.9,27.2,916,597,544,474,18.126,M,right,4
11026,80.5,185.3,83.2,28.6,969,635,577,493,18.213,M,right,1
11027,67.3,173.2,77.2,28.4,889,593,553,471,18.038,M,right,1
11028,67,171.2,75.8,25.8,899,566,525,466,17.956,M,right,3
11029,53.7,165.5,70.9,27.1,847,541,544,466,15.742,M,right,3
11030,73.8,173,80.8,26,881,584,552,458,16.515,M,right,2
11031,74.7,174.6,81.7,27.3,913,567,557,481,17.334,M,left,3
11032,71.5,165.5,83.4,26.4,832,608,569,466,14.673,M,right,3
11033,72.4,182.2,84.3,28,920,613,582,477,17.616,M,right,2
11034,46.8,167.2,63.5,26,855,542,512,455,17.147,M,right,3
11035,43.9,157.1,62.5,22.9,838,522,487,433,17.975,M,right,1
11036,64.2,180,70.8,27.5,941,593,572,481,17.035,M,right,2
11037,44.9,158,66.5,24.8,812,523,501,423,14.534,M,both,2
11038,61.8,169.5,72,26.8,867,555,552,475,15.183,M,right,2
11039,46.2,151.7,64,25.5,775,514,486,432,15.989,M,right,3
11040,72,174.7,82.7,27.9,873,603,537,474,15.967,M,left,5
11043,57.1,173.4,68.4,25.6,889,577,527,460,14.816,M,right,2
11044,58.7,171.6,70.3,26.8,878,583,532,478,14.309,M,right,3
11045,63.1,165.3,81.2,24.8,882,551,493,451,16.186,M,right,3
11046,45.7,162.4,63.4,25.7,797,545,528,449,14.736,M,right,3
11047,66.2,177.6,73.7,27.2,804,597,541,496,15.994,M,right,3
11048,48.8,160.6,65.9,25.5,826,531,508,445,14.32,M,right,4
11049,50.6,163.2,68.2,26.2,839,530,517,454,15.145,M,right,3
11050,67.4,170.1,75,27.9,904,565,544,476,15.073,M,right,3
11052,70.1,171.2,72.6,26.9,869,598,562,491,18.265,F,right,5
11053,55.5,165.4,71.6,25.3,821,588,543,437,16.383,F,right,3
11054,52.5,159.7,68.2,24.1,844,549,496,442,15.238,F,right,2
11055,50.1,164.5,65,24.4,872,555,508,433,14.482,F,right,4
11056,50.7,163.5,62.4,23.4,783,572,484,442,16.487,F,left,2
11057,50.6,163.3,66.7,24.8,788,587,549,460,16.515,F,right,3
11058,64.7,176.6,72.4,26.3,933,610,568,464,15.323,F,right,4
11059,66.8,158.3,85.7,22.1,844,541,488,421,15.408,F,right,1
11060,55.3,157.6,67.9,22.5,831,536,477,409,15.194,F,right,4
11061,54.4,161.1,70.4,24.4,863,534,484,423,15.558,F,right,1
11062,50.4,169.4,68.5,22.7,876,570,523,430,17.778,F,right,3
11063,49.7,153.8,71.2,24,822,511,491,411,18.147,F,left,2
11064,50.6,152.6,66.7,23.4,825,531,484,398,16.753,F,right,3
11065,44.8,156.8,66.9,22.4,826,526,480,406,16.597,F,right,6
11066,55,162.5,68.4,23.1,850,589,509,435,16.712,F,right,7
11067,43.7,157.4,63,23.7,818,540,497,441,16.46,F,right,2
11068,52.8,156.7,70.7,26.8,828,542,477,428,18.073,F,right,4
11069,54.5,162.1,71.8,24.7,799,590,518,450,18.947,F,right,9
11070,62.9,167.7,79.8,26.3,882,577,528,442,17.457,F,right,4
11071,50.1,157.9,68,26.5,834,534,501,449,16.32,F,right,2
11072,49.4,154.1,64.1,23.4,822,536,474,415,15.419,F,right,2
11073,51.3,162.4,72.7,22.9,868,540,491,425,15.104,F,right,4
11074,55.2,163.4,62.9,23.1,882,543,491,417,17.701,F,left,1
11075,53.3,166.3,63.1,23,894,547,500,449,17.473,F,right,1
11076,44.3,150.6,65.5,22,814,517,454,399,14.756,F,left,1
12001,48.4,161.3,61.8,25.5,815,561,543,445,13.663,M,right,6
12002,41.9,153.1,61,24,812,494,466,412,14.454,M,right,3
12003,41.7,150.3,60.9,24.6,795,484,475,408,13.542,M,right,2
12004,48.8,156.5,64.9,24.9,779,548,471,460,13.975,M,both,7
12005,54.8,175.7,64.5,27.1,916,570,556,463,14.197,M,right,1
12006,43.7,144,63,24.2,753,504,457,386,13.26,M,right,1
12007,43.8,146.4,64.4,23.7,792,480,459,398,12.468,M,right,2
12008,50.9,157.8,69.1,26.1,814,520,509,446,13.75,M,right,2
12009,45.1,159.1,61.8,25.4,813,519,502,454,14.778,M,right,9
12010,52,160.5,65.6,25.6,789,535,525,457,14.194,M,right,4
